cgmlst_ST	cgmlst_distance	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	mash_distance	mash_genome	mash_match	mash_serovar	mash_subspecies	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
160067861.0	0.015151515151515138	SAL_HA4608AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1793_irida-submission-4684.fasta	1793_irida-submission-4684	i	-	9.55247e-05	SRR1195662	996	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
828403211.0	0.015151515151515138	SAL_DA9211AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1797_irida-submission-4682.fasta	1797_irida-submission-4682	g,m	-	4.769060000000001e-05	SRR1238796	998	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1022848204.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1803_irida-submission-4686.fasta	1803_irida-submission-4686	i	-	0.000730741	SRR1195647	970	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
3558083453.0	0.015151515151515138	SRR949856	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1811_irida-submission-4688.fasta	1811_irida-submission-4688	i	-	0.00011949600000000001	SRR1195662	995	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
2167706891.0	0.009090909090909038	SRR949856	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1888_irida-submission-4690.fasta	1888_irida-submission-4690	i	-	0.00060662	SRR1195662	975	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
3256527761.0	0.015151515151515138	SRR949856	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1890_irida-submission-4692.fasta	1890_irida-submission-4692	i	-	0.00060662	SRR1195662	975	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
2167706891.0	0.009090909090909038	SRR949856	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1891_irida-submission-4694.fasta	1891_irida-submission-4694	i	-	0.000631368	SRR1195662	974	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
2167706891.0	0.009090909090909038	SRR949856	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1892_irida-submission-4756.fasta	1892_irida-submission-4756	i	-	0.000680979	SRR1060709	972	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
4101786369.0	0.012121212121212088	SAL_HA4608AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1893_irida-submission-4751.fasta	1893_irida-submission-4751	i	-	0.000680979	SRR1060709	972	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
713231790.0	0.11515151515151512	SAL_DA3635AA	292	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/1948_irida-submission-9370.fasta	1948_irida-submission-9370	y	1,5	0.00136596	07_0873	945	Bareilly	enterica	6,7,14	WARNING: Only matched 292 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	WARNING	C1	Bareilly	Bareilly|Solt	Bareilly
344395399.0	0.012121212121212088	SAL_DA9211AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/2003_irida-submission-4758.fasta	2003_irida-submission-4758	g,m	-	2.3827399999999998e-05	SRR1198919	999	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
344395399.0	0.012121212121212088	SAL_DA9211AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/2005_irida-submission-4761.fasta	2005_irida-submission-4761	g,m	-	0.0	SRR1029577	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
2927085146.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/2007_irida-submission-4763.fasta	2007_irida-submission-4763	i	-	0.000167546	SRR1195662	993	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
3493747232.0	0.009090909090909038	SAL_BA8006AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3124_irida-submission-9339.fasta	3124_irida-submission-9339	k	1,5	0.00141786	66450	943	Thompson	enterica	6,7,14		PASS	C1	Thompson	Abaetetuba|Thompson	Thompson
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3125_irida-submission-4766.fasta	3125_irida-submission-4766	z10	e,n,x	4.769060000000001e-05	62595	998	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3126_irida-submission-4768.fasta	3126_irida-submission-4768	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_3_2_irida-submission-9314.fasta	3128_3_2_irida-submission-9314	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_3_4_2_irida-submission-9318.fasta	3128_3_4_2_irida-submission-9318	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_3_4_irida-submission-9316.fasta	3128_3_4_irida-submission-9316	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_4_2_irida-submission-9320.fasta	3128_4_2_irida-submission-9320	i	-	0.000409992	SRR1060709	983	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128-8_irida-submission-9341.fasta	3128-8_irida-submission-9341	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_DA8883AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_irida-submission-4772.fasta	3128_irida-submission-4772	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3128_WT_irida-submission-9322.fasta	3128_WT_irida-submission-9322	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
1648400142.0	0.0060606060606061	SRR949437	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3132_irida-submission-4774.fasta	3132_irida-submission-4774	i	z6	2.3827399999999998e-05	SRR1122609	999	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3133_irida-submission-4797.fasta	3133_irida-submission-4797	z10	e,n,x	9.55247e-05	62595	996	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3134_irida-submission-4799.fasta	3134_irida-submission-4799	i	z6	4.769060000000001e-05	SRR1122609	998	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3135_irida-submission-4801.fasta	3135_irida-submission-4801	z10	e,n,x	0.00014350299999999998	SRR1299374	994	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3137_irida-submission-4803.fasta	3137_irida-submission-4803	z10	e,n,x	9.55247e-05	62595	996	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
2668130956.0	0.0060606060606061	SAL_FA1146AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3138_irida-submission-4809.fasta	3138_irida-submission-4809	z10	e,n,x	0.00011949600000000001	SRR1299374	995	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1878256546.0	0.009090909090909038	SAL_EA2760AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3139_irida-submission-4813.fasta	3139_irida-submission-4813	z10	e,n,x	0.00011949600000000001	SRR1299374	995	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
883807463.0	0.009090909090909038	SAL_EA7382AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3140_irida-submission-4811.fasta	3140_irida-submission-4811	r	1,2	4.769060000000001e-05	SRR1002841	998	Heidelberg	enterica	1,4,[5],12		PASS	B	Heidelberg	Heidelberg	Heidelberg
2023387818.0	0.0060606060606061	ATCC_8391	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3141_irida-submission-9343.fasta	3141_irida-submission-9343	k	1,5	0.000508006	SRR1012297	979	Thompson	enterica	6,7,14		PASS	C1	Thompson	Abaetetuba|Thompson	Thompson
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3142_irida-submission-4815.fasta	3142_irida-submission-4815	z10	e,n,x	0.00011949600000000001	62595	995	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1115378852.0	0.015151515151515138	SAL_HA4608AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3143_irida-submission-4819.fasta	3143_irida-submission-4819	i	-	7.15897e-05	SRR1195662	997	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3144_irida-submission-4817.fasta	3144_irida-submission-4817	i	z6	4.769060000000001e-05	SRR1002840	998	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3145_irida-submission-4824.fasta	3145_irida-submission-4824	i	z6	9.55247e-05	22694	996	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
3465163128.0	0.0060606060606061	SAL_EA2751AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3146_irida-submission-4822.fasta	3146_irida-submission-4822	z10	e,n,x	7.15897e-05	62595	997	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3147_irida-submission-4828.fasta	3147_irida-submission-4828	z10	e,n,x	7.15897e-05	62595	997	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
774026928.0	0.009090909090909038	SRR1177216	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3149_irida-submission-4826.fasta	3149_irida-submission-4826	z10	e,n,x	7.15897e-05	62595	997	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1004704693.0	0.018181818181818188	SRR1164565	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3151_irida-submission-4830.fasta	3151_irida-submission-4830	i	1,2	0.000167546	SRR1282380	993	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
705057321.0	0.012121212121212088	SAL_GA2666AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3152_irida-submission-9345.fasta	3152_irida-submission-9345	k	1,5	0.000631368	SRR1299390	974	Blockley	enterica	6,8		PASS	C2-C3	Blockley	Blockley|Haardt	Blockley
3529514738.0	0.00303030303030305	SAL_GA2643AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3153_irida-submission-9347.fasta	3153_irida-submission-9347	z	1,5	0.0009313339999999999	SRR1157966	962	Kiambu	enterica	1,4,12		PASS	B	Kiambu	Kiambu	Kiambu
2373829661.0	0.0060606060606061	SRR1299374	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3156_irida-submission-4832.fasta	3156_irida-submission-4832	z10	e,n,x	0.00014350299999999998	62595	994	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1668118717.0	0.0060606060606061	SAL_DA6708AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3158_irida-submission-4834.fasta	3158_irida-submission-4834	z10	e,n,x	0.00011949600000000001	SRR1264972	995	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1141571075.0	0.015151515151515138	SAL_EA0455AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3160_irida-submission-4836.fasta	3160_irida-submission-4836	i	1,2	0.000167546	SRR1282380	993	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3162_irida-submission-7407.fasta	3162_irida-submission-7407	i	1,2	0.00011949600000000001	SRR1164565	995	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3164_irida-submission-9349.fasta	3164_irida-submission-9349	z10	e,n,x	0.00011949600000000001	62595	995	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3166_irida-submission-7409.fasta	3166_irida-submission-7409	i	1,2	0.00011949600000000001	SRR1164565	995	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
4008138119.0	0.009090909090909038	SAL_HA7651AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3167_irida-submission-7542.fasta	3167_irida-submission-7542	g,m	-	7.15897e-05	5373	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1463167798.0	0.0060606060606061	SAL_EA2664AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3168_irida-submission-7544.fasta	3168_irida-submission-7544	r	1,2	4.769060000000001e-05	SRR1002841	998	Heidelberg	enterica	1,4,[5],12		PASS	B	Heidelberg	Heidelberg	Heidelberg
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3169_irida-submission-7546.fasta	3169_irida-submission-7546	g,m	-	0.0	50363	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3171_irida-submission-7548.fasta	3171_irida-submission-7548	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3176_irida-submission-7550.fasta	3176_irida-submission-7550	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
831237832.0	0.0060606060606061	SRR1060555	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3179_irida-submission-7552.fasta	3179_irida-submission-7552	i	z6	0.00028831	SRR1060555	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3180_irida-submission-7554.fasta	3180_irida-submission-7554	g,m	-	2.3827399999999998e-05	50363	999	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
4276213353.0	0.009090909090909038	SRR1207440	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3181_irida-submission-7556.fasta	3181_irida-submission-7556	g,m	-	2.3827399999999998e-05	CDC_2010K_1455	999	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
